Total allocated: 15.23 MB (306073 objects)
Total retained:  6.58 kB (128 objects)
 240.04 kB  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270
 217.76 kB  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:72
 205.54 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:244
 204.24 kB  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:233
 160.02 kB  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:29
 160.00 kB  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:76
 148.10 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:18
  54.36 kB  3.1.0/lib/ruby/3.1.0/pathname.rb:49
  52.45 kB  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:516
  41.92 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154
  40.00 kB  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:720
  40.00 kB  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:28
  33.12 kB  3.1.0/lib/ruby/3.1.0/pathname.rb:53
  27.89 kB  rubyzip-2.3.2/lib/zip/deflater.rb:25
  24.70 kB  rubyzip-2.3.2/lib/zip/output_stream.rb:60
  24.21 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:126
  17.96 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:17
  17.84 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160
  15.75 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:151
  14.16 kB  3.1.0/lib/ruby/3.1.0/pathname.rb:354
  11.40 kB  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
  10.72 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
  10.72 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
  10.72 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
   9.58 kB  rubyzip-2.3.2/lib/zip/deflater.rb:16
   9.02 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:127
   8.59 kB  3.1.0/lib/ruby/3.1.0/pathname.rb:393
   8.47 kB  rubyXL-40875fa975df/lib/rubyXL/objects/workbook.rb:408
   8.40 kB  3.1.0/lib/ruby/3.1.0/pathname.rb:392
   8.06 kB  3.1.0/lib/ruby/3.1.0/pathname.rb:126
   5.87 kB  3.1.0/lib/ruby/3.1.0/pathname.rb:360
   5.87 kB  3.1.0/lib/ruby/3.1.0/pathname.rb:361

allocated memory by class
-----------------------------------
   5.20 MB  String
   3.69 MB  Hash
   2.84 MB  Array
 964.28 kB  Range
 624.24 kB  Nokogiri::XML::Attr
 512.02 kB  RubyXL::Cell
 480.04 kB  RubyXL::Reference
 380.40 kB  Nokogiri::XML::Element
 160.02 kB  RubyXL::Row
 160.00 kB  RubyXL::CellValue
 130.40 kB  Thread::Backtrace
  11.60 kB  Pathname
  10.74 kB  NameError
   8.43 kB  File
   7.81 kB  NameError::message
   6.94 kB  Nokogiri::XML::NodeSet
   6.49 kB  RubyXL::CT_SchemeColor
   3.69 kB  RubyXL::CT_SRgbColor
   2.38 kB  Zip::Entry
   2.32 kB  RubyXL::CT_SupplementalFont
   1.73 kB  Zlib::Deflate
   1.63 kB  RubyXL::CT_Color
   1.48 kB  Regexp
   1.46 kB  Nokogiri::XML::Namespace
   1.23 kB  Nokogiri::XML::SyntaxError
   1.12 kB  RubyXL::IntegerValue
   1.06 kB  RubyXL::CT_GradientStop
  880.00 B  StringIO
  808.00 B  Nokogiri::XML::Document
  774.00 B  Zip::DOSTime
  720.00 B  Thread::Mutex
  720.00 B  Zip::Deflater
  640.00 B  RubyXL::CT_StyleMatrixReference
  616.00 B  RubyXL::CT_SystemColor
  528.00 B  RubyXL::BodyProperties
  528.00 B  RubyXL::CT_LineProperties
  512.00 B  RubyXL::CT_OuterShadowEffect
  504.00 B  RubyXL::Worksheet
  496.00 B  RubyXL::Vector
  480.00 B  RubyXL::CT_TextFont
  480.00 B  RubyXL::Relationship
  440.00 B  Nokogiri::XML::ParseOptions
  432.00 B  RubyXL::Variant
  384.00 B  RubyXL::CT_GradientFillProperties
  360.00 B  Nokogiri::XML::Node::SaveOptions
  360.00 B  Zip::ExtraField
  352.00 B  RubyXL::VisualProperties
  344.00 B  RubyXL::CT_EffectList
  344.00 B  RubyXL::Font
  344.00 B  RubyXL::XF

allocated objects by gem
-----------------------------------
    164037  rubyXL-40875fa975df
     92867  nokogiri-1.13.1
     44523  other
      4220  3.1.0/lib
       426  rubyzip-2.3.2

allocated objects by file
-----------------------------------
     88647  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
     59797  nokogiri-1.13.1/lib/nokogiri/xml/node.rb
     44474  fix_default_hash2.rb
     40012  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb
     33044  nokogiri-1.13.1/lib/nokogiri/xml/document.rb
     20000  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb
      9016  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb
      6006  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb
      4214  3.1.0/lib/ruby/3.1.0/pathname.rb
       144  rubyzip-2.3.2/lib/zip/entry.rb
       144  rubyzip-2.3.2/lib/zip/extra_field.rb
       121  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb
        69  rubyXL-40875fa975df/lib/rubyXL/objects/content_types.rb
        49  rubyXL-40875fa975df/lib/rubyXL/objects/workbook.rb
        43  rubyzip-2.3.2/lib/zip/output_stream.rb
        36  rubyzip-2.3.2/lib/zip/deflater.rb
        29  rubyzip-2.3.2/lib/zip/entry_set.rb
        28  rubyXL-40875fa975df/lib/rubyXL/objects/document_properties.rb
        28  <internal:pack>
        23  rubyXL-40875fa975df/lib/rubyXL/objects/stylesheet.rb
        19  rubyXL-40875fa975df/lib/rubyXL/objects/root.rb
        18  nokogiri-1.13.1/lib/nokogiri/html5/node.rb
        18  rubyzip-2.3.2/lib/zip/crypto/null_encryption.rb
        18  <internal:timev>
        15  rubyXL-40875fa975df/lib/rubyXL/objects/font.rb
        11  rubyXL-40875fa975df/lib/rubyXL/objects/fill.rb
        10  rubyXL-40875fa975df/lib/rubyXL/objects/container_nodes.rb
        10  rubyzip-2.3.2/lib/zip/dos_time.rb
         6  nokogiri-1.13.1/lib/nokogiri/class_resolver.rb
         5  3.1.0/lib/ruby/3.1.0/fileutils.rb
         5  rubyXL-40875fa975df/lib/rubyXL/objects/theme.rb
         4  rubyXL-40875fa975df/lib/rubyXL/objects/border.rb
         2  /private/tmp/rubyxl_memory_usage/operate.rb
         2  rubyzip-2.3.2/lib/zip/central_directory.rb
         1  3.1.0/lib/ruby/3.1.0/singleton.rb
         1  /private/tmp/rubyxl_memory_usage/profier.rb
         1  rubyXL-40875fa975df/lib/rubyXL/objects/column_range.rb
         1  rubyXL-40875fa975df/lib/rubyXL/objects/shared_strings.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/document_fragment.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/node_set.rb

allocated objects by location
-----------------------------------
     50710  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:224
     49248  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393
     44474  fix_default_hash2.rb:15
     18572  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:223
     14789  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248
     12001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:26
     12001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:27
      9287  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:318
      9286  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:295
      9286  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:316
      9286  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:240
      8004  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82
      8004  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:87
      8000  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:60
      8000  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:68
      8000  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:705
      5106  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:233
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:76
      4000  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:43
      1359  3.1.0/lib/ruby/3.1.0/pathname.rb:49
      1059  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:244
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:720
      1000  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:28
      1000  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:29
       828  3.1.0/lib/ruby/3.1.0/pathname.rb:53
       716  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:516
       449  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:17
       446  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154
       446  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160
       367  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:18
       345  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:151
       330  3.1.0/lib/ruby/3.1.0/pathname.rb:354
       285  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
       268  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
       268  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
       268  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
       225  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:127
       224  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:126
       210  3.1.0/lib/ruby/3.1.0/pathname.rb:392
       210  3.1.0/lib/ruby/3.1.0/pathname.rb:393
       210  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270
       181  3.1.0/lib/ruby/3.1.0/pathname.rb:126
       143  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179
       116  3.1.0/lib/ruby/3.1.0/pathname.rb:416
       105  3.1.0/lib/ruby/3.1.0/pathname.rb:360
       105  3.1.0/lib/ruby/3.1.0/pathname.rb:361
        94  3.1.0/lib/ruby/3.1.0/pathname.rb:123
        94  3.1.0/lib/ruby/3.1.0/pathname.rb:413
        93  3.1.0/lib/ruby/3.1.0/pathname.rb:74
        88  3.1.0/lib/ruby/3.1.0/pathname.rb:385

allocated objects by class
-----------------------------------
    111750  String
     61757  Hash
     61124  Array
     24107  Range
     15606  Nokogiri::XML::Attr
     12001  RubyXL::Reference
      9510  Nokogiri::XML::Element
      4000  RubyXL::Cell
      4000  RubyXL::CellValue
      1000  RubyXL::Row
       290  Pathname
       124  Nokogiri::XML::NodeSet
       124  Thread::Backtrace
       122  NameError
       122  NameError::message
        58  RubyXL::CT_SupplementalFont
        28  RubyXL::IntegerValue
        26  Nokogiri::XML::Namespace
        23  RubyXL::CT_SchemeColor
        17  RubyXL::CT_Color
        13  RubyXL::CT_SRgbColor
        11  Nokogiri::XML::ParseOptions
        11  StringIO
        10  Nokogiri::XML::Document
        10  RubyXL::CT_GradientStop
        10  Thread::Mutex
         9  Nokogiri::XML::Node::SaveOptions
         9  Nokogiri::XML::SyntaxError
         9  Zip::DOSTime
         9  Zip::Deflater
         9  Zip::Entry
         9  Zip::ExtraField
         9  Zlib::Deflate
         7  RubyXL::ContentTypeOverride
         6  RubyXL::CT_StyleMatrixReference
         6  RubyXL::CT_TextFont
         6  RubyXL::Relationship
         5  RubyXL::StringNode
         4  RubyXL::CT_GradientFillProperties
         4  RubyXL::CT_GradientStopList
         3  Proc
         3  Regexp
         3  RubyXL::CT_EffectList
         3  RubyXL::CT_EffectStyleItem
         3  RubyXL::CT_LineProperties
         3  RubyXL::CT_OuterShadowEffect
         3  RubyXL::CT_PresetLineDashProperties
         2  RubyXL::BodyProperties
         2  RubyXL::CT_DefaultShapeDefinition
         2  RubyXL::CT_FillStyleList

retained memory by gem
-----------------------------------
   4.88 kB  rubyXL-40875fa975df
   1.52 kB  3.1.0/lib
  185.00 B  nokogiri-1.13.1

retained memory by file
-----------------------------------
   4.88 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
   1.48 kB  3.1.0/lib/ruby/3.1.0/pathname.rb
  145.00 B  nokogiri-1.13.1/lib/nokogiri/xml/node.rb
   40.00 B  3.1.0/lib/ruby/3.1.0/singleton.rb
   40.00 B  nokogiri-1.13.1/lib/nokogiri/xml/document.rb

retained memory by location
-----------------------------------
   4.88 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:224
  492.00 B  3.1.0/lib/ruby/3.1.0/pathname.rb:123
  492.00 B  3.1.0/lib/ruby/3.1.0/pathname.rb:217
  492.00 B  3.1.0/lib/ruby/3.1.0/pathname.rb:72
  145.00 B  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270
   40.00 B  3.1.0/lib/ruby/3.1.0/singleton.rb:127
   40.00 B  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:72

retained memory by class
-----------------------------------
   4.88 kB  Hash
   1.48 kB  Regexp
  185.00 B  String
   40.00 B  Zip::NullCompressor

retained objects by gem
-----------------------------------
       122  rubyXL-40875fa975df
         4  3.1.0/lib
         2  nokogiri-1.13.1

retained objects by file
-----------------------------------
       122  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
         3  3.1.0/lib/ruby/3.1.0/pathname.rb
         1  3.1.0/lib/ruby/3.1.0/singleton.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/node.rb

retained objects by location
-----------------------------------
       122  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:224
         1  3.1.0/lib/ruby/3.1.0/pathname.rb:123
         1  3.1.0/lib/ruby/3.1.0/pathname.rb:217
         1  3.1.0/lib/ruby/3.1.0/pathname.rb:72
         1  3.1.0/lib/ruby/3.1.0/singleton.rb:127
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:72
         1  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270

retained objects by class
-----------------------------------
       122  Hash
         3  Regexp
         2  String
         1  Zip::NullCompressor


Allocated String Report
-----------------------------------
      5868  ""
      5279  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:318
       221  3.1.0/lib/ruby/3.1.0/pathname.rb:53
       210  3.1.0/lib/ruby/3.1.0/pathname.rb:49
        54  rubyzip-2.3.2/lib/zip/extra_field.rb:71
        19  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270
        18  rubyzip-2.3.2/lib/zip/extra_field.rb:77
        12  3.1.0/lib/ruby/3.1.0/pathname.rb:126
         9  rubyzip-2.3.2/lib/zip/crypto/null_encryption.rb:16
         9  rubyzip-2.3.2/lib/zip/crypto/null_encryption.rb:24
         9  rubyzip-2.3.2/lib/zip/deflater.rb:16
         9  rubyzip-2.3.2/lib/zip/entry.rb:64
         9  rubyzip-2.3.2/lib/zip/entry.rb:65
         4  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
         1  3.1.0/lib/ruby/3.1.0/fileutils.rb:515
         1  3.1.0/lib/ruby/3.1.0/pathname.rb:123
         1  3.1.0/lib/ruby/3.1.0/pathname.rb:217
         1  3.1.0/lib/ruby/3.1.0/pathname.rb:72
         1  rubyXL-40875fa975df/lib/rubyXL/objects/content_types.rb:40
         1  rubyXL-40875fa975df/lib/rubyXL/objects/content_types.rb:67

      5006  "r"
      5002  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
         2  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517

      5002  "@r"
      5002  fix_default_hash2.rb:15

      5000  "@ph"
      5000  fix_default_hash2.rb:15

      5000  "@style_index"
      5000  fix_default_hash2.rb:15

      4034  "0"
      4020  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:233
        14  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      4008  "@value"
      4008  fix_default_hash2.rb:15

      4007  "t"
      4002  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
         2  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
         1  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      4000  "@cm"
      4000  fix_default_hash2.rb:15

      4000  "@datatype"
      4000  fix_default_hash2.rb:15

      4000  "@formula"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "@is"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "@value_container"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "@vm"
      4000  fix_default_hash2.rb:15

      4000  "@xml_space"
      4000  fix_default_hash2.rb:15

      4000  "s"
      4000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393

      2002  "A"
      2002  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82

      2002  "D"
      2002  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82

      2000  "B"
      2000  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82

      2000  "C"
      2000  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82

      1001  "@hidden"
      1001  fix_default_hash2.rb:15

      1000  "1:4"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:720

      1000  "@cells"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      1000  "@collapsed"
      1000  fix_default_hash2.rb:15

      1000  "@custom_format"
      1000  fix_default_hash2.rb:15

      1000  "@custom_height"
      1000  fix_default_hash2.rb:15

      1000  "@ht"
      1000  fix_default_hash2.rb:15

      1000  "@outline_level"
      1000  fix_default_hash2.rb:15

      1000  "@spans"
      1000  fix_default_hash2.rb:15

      1000  "@thick_bot"
      1000  fix_default_hash2.rb:15

      1000  "@thick_top"
      1000  fix_default_hash2.rb:15

      1000  "blue"
      1000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:318

      1000  "customFormat"
      1000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393

      1000  "green"
      1000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:318

      1000  "red"
      1000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:318

      1000  "spans"
      1000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393

      1000  "xyz"
      1000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:318

       735  "/"
       342  3.1.0/lib/ruby/3.1.0/pathname.rb:49
        88  3.1.0/lib/ruby/3.1.0/pathname.rb:385
        86  3.1.0/lib/ruby/3.1.0/pathname.rb:123
        62  3.1.0/lib/ruby/3.1.0/pathname.rb:73
        61  3.1.0/lib/ruby/3.1.0/pathname.rb:53
        24  3.1.0/lib/ruby/3.1.0/pathname.rb:71
        12  3.1.0/lib/ruby/3.1.0/pathname.rb:126
        12  3.1.0/lib/ruby/3.1.0/pathname.rb:514
        12  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:134
         9  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:44
         9  rubyzip-2.3.2/lib/zip/entry.rb:120
         9  rubyzip-2.3.2/lib/zip/entry.rb:50
         9  rubyzip-2.3.2/lib/zip/entry_set.rb:79

       447  "http://schemas.openxmlformats.org/drawingml/2006/main"
       446  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154
         1  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:322

       261  "xl"
       195  3.1.0/lib/ruby/3.1.0/pathname.rb:49
        30  3.1.0/lib/ruby/3.1.0/pathname.rb:378
        30  3.1.0/lib/ruby/3.1.0/pathname.rb:416
         6  3.1.0/lib/ruby/3.1.0/pathname.rb:126

       212  "val"
        73  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393
        70  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
        69  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136

       193  "typeface"
        65  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
        64  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
        64  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393

       174  "script"
        58  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
        58  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393
        58  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517

       100  "workbook.xml"
        49  3.1.0/lib/ruby/3.1.0/pathname.rb:49
        14  3.1.0/lib/ruby/3.1.0/pathname.rb:354
        14  3.1.0/lib/ruby/3.1.0/pathname.rb:392
        14  3.1.0/lib/ruby/3.1.0/pathname.rb:413
         6  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:133
         3  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:134

        80  "xl/workbook.xml"
        28  3.1.0/lib/ruby/3.1.0/pathname.rb:354
        14  3.1.0/lib/ruby/3.1.0/pathname.rb:392
        14  3.1.0/lib/ruby/3.1.0/pathname.rb:393
        14  3.1.0/lib/ruby/3.1.0/pathname.rb:49
         4  3.1.0/lib/ruby/3.1.0/pathname.rb:544
         2  3.1.0/lib/ruby/3.1.0/pathname.rb:126
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:233
         1  rubyzip-2.3.2/lib/zip/entry_set.rb:21
         1  rubyzip-2.3.2/lib/zip/entry_set.rb:79
         1  rubyzip-2.3.2/lib/zip/output_stream.rb:98

        78  "docProps"
        58  3.1.0/lib/ruby/3.1.0/pathname.rb:49
        10  3.1.0/lib/ruby/3.1.0/pathname.rb:378
        10  3.1.0/lib/ruby/3.1.0/pathname.rb:416

        73  "@val"
        73  fix_default_hash2.rb:15

        69  "val="
        69  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

        64  "@typeface"
        64  fix_default_hash2.rb:15

        64  "typeface="
        64  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

